person_id,institution_name,major,degree,start_date,end_date,education_state,final_gpa,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
1132,الجامعة الهاشميّة,الهندسة الميكانيكيّة,بكالوريوس,,,graduated,,2025-02-23 14:55:49,,True,admin
1133,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,current,,2025-02-23 14:58:17,,True,admin
1134,الجامعة الهاشميّة,الإدارة والتدريب الرياضي,بكالوريوس,,,graduated,,2025-02-23 15:06:49,,True,admin
1135,جامعة إربد الأهليّة,التسويق الإلكتروني والتواصل الاجتماعي,بكالوريوس,,,graduated,,2025-02-23 15:12:18,,True,admin
1139,جامعة العلوم والتكنولوجيا الأردنيّة,الطب البشري,بكالوريوس,,,current,,2025-02-23 15:25:04,,True,admin
1151,جامعة العلوم والتكنولوجيا الأردنيّة,الصيدلة,بكالوريوس,,,graduated,,2025-02-23 17:07:15,,True,admin
1153,جامعة الحسين التقنيّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-02-23 17:12:12,,True,admin
1157,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة الحاسوب,بكالوريوس,,,graduated,,2025-02-23 19:27:20,,True,admin
1182,الجامعة الألمانيّة الأردنيّة,الهندسة الطبيّة الحيويّة,بكالوريوس,,,current,,2025-02-23 22:47:43,,True,admin
1188,الجامعة الهاشميّة,الهندسة الصناعيّة,بكالوريوس,,,graduated,,2025-02-24 10:19:23,,True,admin
1194,الجامعة الأردنيّة,الفيزياء,بكالوريوس,,,graduated,,2025-02-24 15:35:46,,True,admin
1197,جامعة اليرموك,هندسة الحاسوب,بكالوريوس,,,current,,2025-02-24 18:57:34,,True,admin
1198,الجامعة الهاشميّة,إدارة فنادق,بكالوريوس,,,current,,2025-02-24 19:28:12,,True,admin
1199,جامعة مؤتة,الحقوق / القانون,بكالوريوس,,,graduated,,2025-02-24 20:50:30,,True,admin
1207,الجامعة الأردنيّة,اللغة الإنجليزيّة,بكالوريوس,,,graduated,,2025-02-25 00:56:23,,True,admin
1208,جامعة الزيتونة الأردنيّة,ترجمة اللغة الإنجليزية,بكالوريوس,,,graduated,,2025-02-25 10:20:48,,True,admin
1222,جامعة البلقاء التطبيقيّة,المحاسبة,بكالوريوس,,,current,,2025-02-27 00:16:10,,True,admin
1223,جامعة البلقاء التطبيقيّة,الأمن السيبراني,بكالوريوس,,,current,,2025-02-27 01:09:45,,True,admin
1225,الجامعة الألمانيّة الأردنيّة,هندسة صيدلانيّة وكيميائيّة,بكالوريوس,,,current,,2025-02-27 14:19:35,,True,admin
1230,الجامعة العربيّة المفتوحة - فرع الأردن,إدارة الأعمال والمحاسبة,بكالوريوس,,,current,,2025-02-27 17:08:53,,True,admin
1231,الجامعة الأمريكيّة في مادبا,التغذية والصحة النفسيّة,بكالوريوس,,,current,,2025-02-27 17:13:25,,True,admin
1250,الجامعة الهاشميّة,الاقتصاد المالي,بكالوريوس,,,current,,2025-02-28 19:29:06,,True,admin
1251,الجامعة الهاشميّة,إدارة الأعمال,بكالوريوس,,,current,,2025-02-28 20:13:47,,True,admin
1259,الجامعة الأردنيّة,علم البيانات,بكالوريوس,,,current,,2025-03-01 16:33:30,,True,admin
1261,الجامعة الهاشميّة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-03-01 18:53:40,,True,admin
1265,جامعة البلقاء التطبيقيّة,مختبرات الأسنان,بكالوريوس,,,graduated,,2025-03-01 19:41:21,,True,admin
1270,الجامعة الأردنيّة,اللغة الفرنسيّة وآدابها,بكالوريوس,,,current,,2025-03-04 11:53:22,,True,admin
1271,جامعة آل البيت,نظم المعلومات الحاسوبيّة,بكالوريوس,,,graduated,,2025-03-04 12:17:03,,True,admin
1273,جامعة آل البيت,نظم المعلومات الحاسوبيّة,بكالوريوس,,,graduated,,2025-03-04 12:56:36,,True,admin
1276,الجامعة الأمريكيّة في مادبا,إدارة الموارد البشريّة,بكالوريوس,,,current,,2025-03-04 14:06:58,,True,admin
1278,جامعة آل البيت,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-03-04 16:07:26,,True,admin
1279,الجامعة الألمانيّة الأردنيّة,هندسة الطاقة المتجددة,بكالوريوس,,,graduated,,2025-03-04 16:24:29,,True,admin
1280,الجامعة الأردنيّة,تكنولوجيا معلومات الأعمال,بكالوريوس,,,graduated,,2025-03-04 16:42:03,,True,admin
1282,جامعة مؤتة,العلوم الطبيّة المخبريّة,بكالوريوس,,,graduated,,2025-03-06 20:29:42,,True,admin
1283,جامعة مؤتة,الترجمة,بكالوريوس,,,current,,2025-03-07 11:38:14,,True,admin
1284,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة الحاسوب,بكالوريوس,,,current,,2025-03-07 12:22:09,,True,admin
1285,جامعة العلوم والتكنولوجيا الأردنيّة,اللغويات التطبيقية,بكالوريوس,,,graduated,,2025-03-07 15:32:29,,True,admin
1287,الجامعة الأردنيّة,التغذية والصناعات الغذائيّة,بكالوريوس,,,graduated,,2025-03-08 21:44:17,,True,admin
1288,الجامعة الأردنيّة,الفيزياء والهندسة الميكانيكيّة,بكالوريوس,,,graduated,,2025-03-08 23:50:47,,True,admin
1290,جامعة آل البيت,الاقتصاد,بكالوريوس,,,graduated,,2025-03-09 12:51:26,,True,admin
1291,كلية عمون الجامعيّة التطبيقيّة,إدارة فنادق,بكالوريوس,,,graduated,,2025-03-09 13:07:10,,True,admin
1292,جامعة البترا,إدارة الأعمال,بكالوريوس,,,current,,2025-03-09 13:10:36,,True,admin
1293,جامعة البلقاء التطبيقيّة,التمريض القانوني,بكالوريوس,,,graduated,,2025-03-09 13:14:30,,True,admin
1294,المعهد الوطنيّ للموسيقى التّابع لجامعة اليرموك,العلاج بالموسيقى,بكالوريوس,,,current,,2025-03-09 14:13:07,,True,admin
1295,الجامعة الهاشميّة,العلاقات الدوليّة والدراسات الاستراتيجيّة,بكالوريوس,,,graduated,,2025-03-09 14:58:31,,True,admin
1306,جامعة البلقاء التطبيقيّة,إدارة فنادق,بكالوريوس,,,graduated,,2025-03-09 16:38:22,,True,admin
1307,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة الحاسوب,بكالوريوس,,,graduated,,2025-03-09 19:40:48,,True,admin
1309,جامعة العلوم والتكنولوجيا الأردنيّة,دكتور في الصيدلة,بكالوريوس,,,graduated,,2025-03-09 22:06:37,,True,admin
1311,الجامعة الأمريكيّة في مادبا,الصيدلة,بكالوريوس,,,current,,2025-03-09 22:55:43,,True,admin
1312,أكاديميّة سايت آند ساوند,إدارة الأعمال,دبلوم,,,graduated,,2025-03-10 11:49:16,,True,admin
1313,جامعة عمان العربيّة,الأمن السيبراني,بكالوريوس,,,current,,2025-03-10 14:21:12,,True,admin
1316,جامعة اليرموك,إدارة الأعمال,بكالوريوس,,,graduated,,2025-03-10 14:30:34,,True,admin
1317,جامعة الشّرق الأوسط,التمريض,بكالوريوس,,,current,,2025-03-10 14:41:33,,True,admin
1318,الجامعة الهاشميّة,إدارة فنادق,بكالوريوس,,,graduated,,2025-03-10 15:20:29,,True,admin
1363,جامعة الزرقاء,اللغة العربيّة وآدابها,بكالوريوس,,,graduated,,2025-03-10 17:40:05,,True,admin
1364,جامعة الزرقاء,الاقتصاد,بكالوريوس,,,graduated,,2025-03-10 17:49:24,,True,admin
1369,الجامعة الهاشميّة,الاقتصاد,بكالوريوس,,,graduated,,2025-03-10 19:44:44,,True,admin
1373,جامعة مؤتة,هندسة العمارة,بكالوريوس,,,current,,2025-03-10 20:38:24,,True,admin
1374,جامعة مؤتة,الإنتاج الحيواني,بكالوريوس,,,current,,2025-03-10 20:49:50,,True,admin
1376,جامعة مؤتة,الحقوق / القانون,بكالوريوس,,,current,,2025-03-10 20:59:12,,True,admin
1380,جامعة مؤتة,الإنتاج الحيواني,بكالوريوس,,,current,,2025-03-10 21:50:04,,True,admin
1383,الجامعة الهاشميّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-03-11 00:22:11,,True,admin
1386,جامعة مؤتة,الإنتاج الحيواني,بكالوريوس,,,current,,2025-03-11 07:47:29,,True,admin
1387,الجامعة الأردنيّة,المحاسبة,بكالوريوس,,,current,,2025-03-11 10:15:20,,True,admin
1390,جامعة عمان الأهليّة,التصميم الجرافيكي,بكالوريوس,,,graduated,,2025-03-11 10:48:01,,True,admin
1392,جامعة عمان الأهليّة,التسويق الإلكتروني والاتصالات الرقميّة,بكالوريوس,,,current,,2025-03-11 10:54:29,,True,admin
1394,الجامعة الألمانيّة الأردنيّة,إدارة الأعمال الذكيّة وتحليل البيانات,بكالوريوس,,,current,,2025-03-11 10:56:57,,True,admin
1396,جامعة الأميرة سميّة للتكنولوجيا,تكنولوجيا الأعمال,بكالوريوس,,,current,,2025-03-11 10:58:50,,True,admin
1397,جامعة عمان الأهليّة,المحاسبة,بكالوريوس,,,graduated,,2025-03-11 11:04:16,,True,admin
1403,الجامعة الأمريكيّة في مادبا,المحاسبة الدوليّة والتمويل,بكالوريوس,,,current,,2025-03-11 11:42:29,,True,admin
1409,جامعة الحسين التقنيّة,الهندسة الميكانيكيّة,بكالوريوس,,,current,,2025-03-11 11:56:43,,True,admin
1410,الجامعة الهاشميّة,التسويق الرقمي,بكالوريوس,,,current,,2025-03-11 11:59:42,,True,admin
1416,الجامعة الأردنيّة,الفنون المسرحيّة,بكالوريوس,,,current,,2025-03-11 13:44:35,,True,admin
1417,جامعة الشّرق الأوسط,الذكاء الاصطناعي,بكالوريوس,,,current,,2025-03-11 13:45:03,,True,admin
1419,جامعة عمان الأهليّة,التصميم الداخلي,بكالوريوس,,,current,,2025-03-11 14:07:21,,True,admin
1438,الجامعة الأردنيّة,اللغات (إسباني - إنجليزي),بكالوريوس,,,current,,2025-03-11 16:22:36,,True,admin
1445,جامعة الحسين التقنيّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-03-11 20:18:08,,True,admin
1492,كلية الخوارزمي الجامعيّة التقنيّة,إدارة الأعمال الإلكترونيّة,بكالوريوس,,,current,,2025-03-12 23:50:48,,True,admin
1494,جامعة مؤتة,إدارة الأعمال,بكالوريوس,,,graduated,,2025-03-13 00:29:53,,True,admin
1498,جامعة مؤتة,المحاسبة,بكالوريوس,,,graduated,,2025-03-13 12:19:35,,True,admin
1499,جامعة الشّرق الأوسط,تكنولوجيا التعليم,بكالوريوس,,,graduated,,2025-03-13 12:21:13,,True,admin
1500,جامعة الزرقاء,الحقوق / القانون,بكالوريوس,,,current,,2025-03-13 12:31:45,,True,admin
1501,University of Pécs,الموارد البشريّة,بكالوريوس,,,graduated,,2025-03-13 12:46:43,,True,admin
1502,جامعة عمان العربيّة,هندسة الطيران,بكالوريوس,,,current,,2025-03-13 12:56:42,,True,admin
1503,الجامعة الهاشميّة,المحاسبة,بكالوريوس,,,current,,2025-03-13 13:13:03,,True,admin
1564,الجامعة الهاشميّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-03-14 10:04:26,,True,admin
1565,جامعة مؤتة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-03-14 10:40:55,,True,admin
1571,جامعة عمان الأهليّة,هندسة العمارة,بكالوريوس,,,graduated,,2025-03-14 16:35:14,,True,admin
1572,جامعة دهوك - العراق,الهندسة الميكانيكيّة,بكالوريوس,,,graduated,,2025-03-14 16:40:01,,True,admin
1575,جامعة الموصل - العراق,معلم صف,بكالوريوس,,,graduated,,2025-03-14 16:45:31,,True,admin
1585,الجامعة الأمريكيّة في مادبا,أحياء وتكنولوجيا حيويّة,بكالوريوس,,,current,,2025-03-14 18:22:04,,True,admin
1586,جامعة جدارا,هندسة البرمجيات,بكالوريوس,,,current,,2025-03-14 21:25:50,,True,admin
1589,الجامعة الأردنيّة,المحاسبة,ماجستير,,,current,,2025-03-14 22:33:42,,True,admin
1591,جامعة آل البيت,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-03-14 23:26:22,,True,admin
1592,معهد سياحة وفندقة,قسم المطبخ,بكالوريوس,,,graduated,,2025-03-14 23:50:58,,True,admin
1593,جامعة جيهان - العراق,تربية إنجليزي,بكالوريوس,,,graduated,,2025-03-15 04:52:02,,True,admin
1598,جامعة اليرموك,الطب البشري,بكالوريوس,,,current,,2025-03-15 14:37:03,,True,admin
1624,المعهد التقني زاخو - العراق,قسم بتروليوم,دبلوم,,,graduated,,2025-03-15 21:22:47,,True,admin
1629,جامعة عمان الأهليّة,الشبكات والأمن السيبراني,بكالوريوس,,,current,,2025-03-15 22:08:27,,True,admin
1634,الجامعة الأردنيّة,اللغات (إنجليزي - كوري),بكالوريوس,,,current,,2025-03-15 23:00:31,,True,admin
1635,كلّية الرافدين - العراق,هندسة البرمجيات,بكالوريوس,,,graduated,,2025-03-15 23:55:20,,True,admin
1651,الجامعة الهاشميّة,الهندسة الطبيّة الحيويّة,بكالوريوس,,,current,,2025-03-16 12:02:12,,True,admin
1652,الجامعة الهاشميّة,إدارة الأعمال,بكالوريوس,,,current,,2025-03-16 12:19:30,,True,admin
1653,كلّية الرافدين - العراق,إدارة الأعمال,بكالوريوس,,,current,,2025-03-16 13:00:31,,True,admin
1655,الجامعة الهاشميّة,التسويق الرقمي,بكالوريوس,,,current,,2025-03-16 13:21:01,,True,admin
1657,جامعة البلقاء التطبيقيّة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,graduated,,2025-03-16 14:21:46,,True,admin
1663,الجامعة الهاشميّة,معلم صف,بكالوريوس,,,current,,2025-03-16 14:40:41,,True,admin
1743,الجامعة الهاشميّة,علم الحاسوب وتطبيقاته,بكالوريوس,,,graduated,,2025-03-17 07:46:58,,True,admin
1766,جامعة العلوم والتكنولوجيا الأردنيّة,طب وجراحة الأسنان,بكالوريوس,,,graduated,,2025-03-17 18:44:42,,True,admin
1789,جامعة فيلادلفيا,التمريض,بكالوريوس,,,current,,2025-03-18 01:39:10,,True,admin
1812,جامعة الحسين التقنيّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-03-18 11:25:12,,True,admin
1823,الجامعة الهاشميّة,المحاسبة,بكالوريوس,,,current,,2025-03-19 08:18:14,,True,admin
1824,الجامعة الهاشميّة,الصيدلة,بكالوريوس,,,current,,2025-03-19 08:21:04,,True,admin
1828,جامعة الزرقاء,الأمن السيبراني,بكالوريوس,,,current,,2025-03-19 13:37:52,,True,admin
1829,الجامعة الهاشميّة,الهندسة المدنيّة,بكالوريوس,,,current,,2025-03-19 14:17:39,,True,admin
1832,الجامعة الهاشميّة,التسويق الرقمي,بكالوريوس,,,current,,2025-03-19 15:13:01,,True,admin
1840,الجامعة الهاشميّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-03-19 18:15:50,,True,admin
1843,كلية عمون الجامعيّة التطبيقيّة,,دبلوم,,,graduated,,2025-03-19 23:48:38,,True,admin
1845,الجامعة الهاشميّة,التسويق الرقمي,بكالوريوس,,,current,,2025-03-20 11:41:34,,True,admin
1846,جامعة البلقاء التطبيقيّة,علم الحاسوب,بكالوريوس,,,graduated,,2025-03-20 12:20:37,,True,admin
1847,جامعة البلقاء التطبيقيّة,المحاسبة,بكالوريوس,,,graduated,,2025-03-20 12:22:27,,True,admin
1848,جامعة البلقاء التطبيقيّة,نظم المعلومات الحاسوبيّة,بكالوريوس,,,graduated,,2025-03-20 12:23:49,,True,admin
1849,الجامعة الأردنيّة,علوم صيدلانيّة,بكالوريوس,,,graduated,,2025-03-20 12:25:24,,True,admin
1850,جامعة الأميرة سميّة للتكنولوجيا,هندسة القدرة والطاقة الكهربائيّة,بكالوريوس,,,graduated,,2025-03-20 12:36:05,,True,admin
1924,جامعة الشّرق الأوسط,الإدارة السياحيّة,بكالوريوس,,,graduated,,2025-03-20 23:30:35,,True,admin
1937,الجامعة الهاشميّة,التغذية السريريّة والحميات,بكالوريوس,,,graduated,,2025-03-21 18:47:34,,True,admin
1980,جامعة الزرقاء,إدارة فنادق,بكالوريوس,,,current,,2025-03-22 17:47:17,,True,admin
1983,الجامعة التقنية الشمالية - العراق,مكائن زراعية,بكالوريوس,,,graduated,,2025-03-22 19:10:01,,True,admin
1986,كلّية المنصور,التكلّم والكتابة,بكالوريوس,,,graduated,,2025-03-22 19:13:10,,True,admin
1987,جامعة البلقاء التطبيقيّة,أمن الشبكات والمعلومات,بكالوريوس,,,current,,2025-03-22 19:14:51,,True,admin
1990,جامعة البلقاء التطبيقيّة,أمن المعلومات والفضاء الإلكتروني,بكالوريوس,,,current,,2025-03-22 19:26:40,,True,admin
1996,جامعة صلاح الدين - العراق,اللغة الألمانيّة وآدابها,بكالوريوس,,,graduated,,2025-03-22 19:40:15,,True,admin
1998,جامعة مؤتة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,current,,2025-03-22 20:03:10,,True,admin
2004,الجامعة الأمريكيّة في مادبا,هندسة العمارة,بكالوريوس,,,graduated,,2025-03-22 20:30:25,,True,admin
2012,جامعة عمان الأهليّة,الشبكات والأمن السيبراني,بكالوريوس,,,current,,2025-03-22 22:09:35,,True,admin
2013,جامعة البلقاء التطبيقيّة,علم البيانات,بكالوريوس,,,current,,2025-03-22 22:09:47,,True,admin
2017,جامعة البلقاء التطبيقيّة,هندسة الحاسوب,بكالوريوس,,,current,,2025-03-22 23:50:18,,True,admin
2025,جامعة البترا,التصميم الجرافيكي,بكالوريوس,,,current,,2025-03-24 10:38:39,,True,admin
2027,جامعة مؤتة,التمريض,بكالوريوس,,,graduated,,2025-03-24 17:30:35,,True,admin
2053,جامعة البلقاء التطبيقيّة,إدارة الأعمال,بكالوريوس,,,current,,2025-03-25 01:45:51,,True,admin
2060,المعهد التقني زاخو - العراق,التمريض,بكالوريوس,,,current,,2025-03-26 23:47:23,,True,admin
2104,جامعة البلقاء التطبيقيّة,التربية الخاصة,بكالوريوس,,,current,,2025-03-28 23:22:24,,True,admin
2114,جامعة الحسين التقنيّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-03-29 11:41:15,,True,admin
2115,جامعة مؤتة,اللغات الأوروبيّة,بكالوريوس,,,graduated,,2025-03-29 12:47:51,,True,admin
2218,الجامعة الأردنيّة,طب وجراحة الأسنان,بكالوريوس,,,graduated,,2025-04-02 21:05:39,,True,admin
2219,جامعة الزيتونة الأردنيّة,إدارة الأعمال,بكالوريوس,,,graduated,,2025-04-02 21:38:11,,True,admin
2220,University of Pécs,علم النفس,بكالوريوس,,,graduated,,2025-04-03 11:11:53,,True,admin
2221,الجامعة الأردنيّة,إدارة الأعمال,بكالوريوس,,,graduated,,2025-04-03 11:20:40,,True,admin
2222,جامعة مؤتة,هندسة الحاسوب وأمن الشبكات,بكالوريوس,,,graduated,,2025-04-03 11:22:31,,True,admin
2223,الجامعة الأردنيّة,الهندسة الكيميائيّة,بكالوريوس,,,current,,2025-04-03 11:23:41,,True,admin
2232,الجامعة الألمانيّة الأردنيّة,الهندسة المدنيّة,بكالوريوس,,,graduated,,2025-04-05 09:51:11,,True,admin
2268,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة الجينات,بكالوريوس,,,current,,2025-04-17 23:12:13,,True,admin
2269,الجامعة الأردنيّة,هندسة العمارة,بكالوريوس,,,graduated,,2025-04-18 19:52:40,,True,admin
2270,الجامعة الهاشميّة,الإدارة السياحيّة,بكالوريوس,,,graduated,,2025-04-18 23:45:23,,True,admin
2300,جامعة الحسين التقنيّة,علم الحاسوب,بكالوريوس,,,current,,2025-04-26 14:11:38,,True,admin
2301,الجامعة الهاشميّة,أدب ودراسات ثقافة بالإنجليزي,بكالوريوس,,,graduated,,2025-04-27 12:39:08,,True,admin
2302,جامعة دهوك التقنيّة - العراق,الإدارة السياحيّة,بكالوريوس,,,current,,2025-04-27 16:35:38,,True,admin
2305,جامعة البلقاء التطبيقيّة,التربية الخاصة,بكالوريوس,,,graduated,,2025-04-28 19:10:37,,True,admin
2370,الجامعة الأردنيّة,دكتور في الصيدلة,بكالوريوس,,,current,,2025-05-07 15:45:35,,True,admin
2371,الجامعة الأمريكيّة في مادبا,هندسة العمارة,بكالوريوس,,,current,,2025-05-07 15:45:48,,True,admin
2372,الجامعة الأردنيّة,الهندسة المدنيّة,بكالوريوس,,,current,,2025-05-07 22:17:27,,True,admin
2446,الجامعة الهاشميّة,الطب البشري,بكالوريوس,,,current,,2025-05-28 08:57:38,,True,admin
2449,جامعة اليرموك,التسويق,بكالوريوس,,,current,,2025-05-28 10:03:30,,True,admin
2450,جامعة العلوم والتكنولوجيا الأردنيّة,دكتور في الصيدلة,بكالوريوس,,,current,,2025-05-28 10:05:22,,True,admin
2458,جامعة العلوم والتكنولوجيا الأردنيّة,طب وجراحة الأسنان,بكالوريوس,,,current,,2025-05-28 17:33:09,,True,admin
2459,جامعة البلقاء التطبيقيّة,إدارة السياحة والضيافة,بكالوريوس,,,current,,2025-05-28 17:41:02,,True,admin
2460,جامعة اليرموك,الاقتصاد,بكالوريوس,,,current,,2025-05-28 17:47:09,,True,admin
2462,جامعة اليرموك,الهندسة الطبيّة الحيويّة,بكالوريوس,,,current,,2025-05-28 20:39:15,,True,admin
2505,جامعة جيهان - العراق,تربية إنجليزي,بكالوريوس,,,graduated,,2025-06-14 17:39:50,,True,admin
2519,جامعة مؤتة,المحاسبة,بكالوريوس,,,current,,2025-06-16 17:21:22,,True,admin
2520,جامعة مؤتة,دكتور في الصيدلة,بكالوريوس,,,current,,2025-06-16 17:21:49,,True,admin
2521,جامعة مؤتة,الهندسة الزراعيّة,بكالوريوس,,,graduated,,2025-06-16 17:23:20,,True,admin
2522,جامعة مؤتة,هندسة الحاسوب وأمن الشبكات,بكالوريوس,,,current,,2025-06-16 17:38:52,,True,admin
2523,جامعة مؤتة,هندسة الحاسوب وأمن الشبكات,بكالوريوس,,,graduated,,2025-06-16 17:40:40,,True,admin
2524,جامعة الإسراء,تكنولوجيا التخدير والإنعاش,بكالوريوس,,,current,,2025-06-16 18:11:59,,True,admin
2525,جامعة مؤتة,المحاسبة,بكالوريوس,,,graduated,,2025-06-16 18:15:35,,True,admin
2526,جامعة مؤتة,الصيدلة,بكالوريوس,,,graduated,,2025-06-16 18:29:04,,True,admin
2527,جامعة مؤتة,الطب والجراحة,بكالوريوس,,,current,,2025-06-16 18:52:45,,True,admin
2528,جامعة مؤتة,التغذية والصناعات الغذائيّة,بكالوريوس,,,graduated,,2025-06-16 19:05:35,,True,admin
2529,جامعة البلقاء التطبيقيّة,إدارة السياحة والضيافة,بكالوريوس,,,current,,2025-06-17 03:44:30,,True,admin
2530,جامعة مؤتة,علم الغذاء والتغذية,ماجستير,,,graduated,,2025-06-18 17:03:38,,True,admin
2531,جامعة مؤتة,نظم المعلومات الإداريّة,بكالوريوس,,,graduated,,2025-06-18 21:13:55,,True,admin
2532,جامعة الشعب,إدارة الأعمال,بكالوريوس,,,graduated,,2025-06-18 21:29:15,,True,admin
2533,الجامعة الهاشميّة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,current,,2025-06-18 21:54:51,,True,admin
2534,Universiti Sains Malaysia,لغويات اللغة الإنجليزيّة,بكالوريوس,,,graduated,,2025-06-19 00:50:52,,True,admin
2535,الجامعة الأمريكيّة في مادبا,إدارة الأعمال,بكالوريوس,,,graduated,,2025-06-19 07:46:18,,True,admin
2536,جامعة مؤتة,الطب والجراحة,بكالوريوس,,,graduated,,2025-06-19 14:15:51,,True,admin
2538,جامعة مؤتة,التربية الرياضيّة,بكالوريوس,,,graduated,,2025-06-19 16:33:51,,True,admin
2539,جامعة البترا,إدارة الأعمال,بكالوريوس,,,graduated,,2025-06-19 17:30:55,,True,admin
2540,جامعة عجلون الوطنيّة,الرياضيات,بكالوريوس,,,current,,2025-06-20 12:11:59,,True,admin
2544,الجامعة الأمريكيّة في مادبا,هندسة العمارة,بكالوريوس,,,current,,2025-06-24 15:39:04,,True,admin
2551,جامعة العلوم التطبيقيّة الخاصة,اللغة الإنجليزيّة,بكالوريوس,,,graduated,,2025-06-25 11:53:01,,True,admin
2552,جامعة مؤتة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-06-25 12:59:08,,True,admin
2554,جامعة صلاح الدين - العراق,علوم الأرض,بكالوريوس,,,graduated,,2025-06-26 10:01:07,,True,admin
2563,,معلم حضانة ورياض الأطفال,بكالوريوس,,,graduated,,2025-06-27 03:51:21,,True,admin
2572,الجامعة الهاشميّة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-07-09 19:42:17,,True,admin
2579,جامعة البلقاء التطبيقيّة,التمريض,بكالوريوس,,,graduated,,2025-07-16 10:40:31,,True,admin
2623,كلية عمون الجامعيّة التطبيقيّة,فنون الطهي,بكالوريوس,,,graduated,,2025-09-10 20:53:09,,True,admin
2632,جامعة البلقاء التطبيقيّة,الطب البشري,بكالوريوس,,,current,,2025-09-10 21:48:08,,True,admin
2633,جامعة الشّرق الأوسط,التسويق الإلكتروني والتواصل الاجتماعي,بكالوريوس,,,current,,2025-09-10 22:45:43,,True,admin
2634,جامعة البلقاء التطبيقيّة,إدارة الأعمال,بكالوريوس,,,current,,2025-09-10 22:51:51,,True,admin
2643,جامعة الشّرق الأوسط,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,current,,2025-09-12 18:32:40,,True,admin
2648,جامعة إبن سينا للعلوم الطبيّة,طب وجراحة الأسنان,بكالوريوس,,,graduated,,2025-09-14 17:30:30,,True,admin
2649,جامعة العلوم والتكنولوجيا الأردنيّة,التغذية وتكنولوجيا الغذاء,بكالوريوس,,,graduated,,2025-09-15 21:57:49,,True,admin
2650,جامعة الزيتونة الأردنيّة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,graduated,,2025-09-15 22:15:16,,True,admin
2716,جامعة الحسين التقنيّة,الأمن السيبراني,بكالوريوس,,,current,,2025-10-28 21:22:24,,True,admin
2729,جامعة الأميرة سميّة للتكنولوجيا,إدارة الأعمال,بكالوريوس,,,current,,2025-10-30 14:05:04,,True,admin
2730,الجامعة الأردنيّة,موسيقى,بكالوريوس,,,graduated,,2025-10-30 14:37:52,,True,admin
2731,جامعة البلقاء التطبيقيّة,نظم المعلومات الإداريّة,بكالوريوس,,,current,,2025-10-30 14:48:03,,True,admin
2738,جامعة عمان الأهليّة,تكنولوجيا تحليل الأعمال,بكالوريوس,,,current,,2025-10-31 16:01:21,,True,admin
2744,جامعة الحسين التقنيّة,هندسة العمارة,بكالوريوس,,,current,,2025-10-31 20:58:23,,True,admin
2756,الجامعة الأمريكيّة في مادبا,التسويق الرقمي والابتكار,بكالوريوس,,,current,,2025-11-01 12:53:22,,True,admin
2767,جامعة اليرموك,التربية البدنيّة وعلوم الرياضة,بكالوريوس,,,current,,2025-11-01 13:38:15,,True,admin
2806,جامعة عجلون الوطنيّة,الذكاء الاصطناعي,بكالوريوس,,,current,,2025-11-01 16:21:38,,True,admin
2812,الجامعة الأردنيّة,المحاسبة,بكالوريوس,,,graduated,,2025-11-01 17:44:14,,True,admin
2820,جامعة مؤتة,المحاسبة,بكالوريوس,,,current,,2025-11-01 20:04:12,,True,admin
2832,جامعة الأميرة سميّة للتكنولوجيا,هندسة أمن الشبكات والمعلومات,بكالوريوس,,,current,,2025-11-02 09:06:38,,True,admin
2836,جامعة مؤتة,الكيمياء الصناعيّة,بكالوريوس,,,current,,2025-11-02 15:31:58,,True,admin
2837,جامعة مؤتة,جغرافيا,بكالوريوس,,,graduated,,2025-11-02 15:32:31,,True,admin
2839,جامعة مؤتة,هندسة العمارة,بكالوريوس,,,current,,2025-11-02 15:45:41,,True,admin
2840,جامعة مؤتة,اللغة الإنجليزيّة التطبيقيّة,بكالوريوس,,,current,,2025-11-02 15:47:15,,True,admin
